MonsterLocationId,MonsterId,LocationId,SeasonId,WeatherId,IsMiniBoss
1154,301,21,2,1,False
1155,301,21,3,1,False
1156,301,21,4,1,False
1157,451,26,1,1,False
1158,451,26,2,1,False
1159,451,26,3,1,False
1160,451,26,4,1,False
1161,453,31,1,1,False
1162,453,31,2,1,False
1163,453,31,3,1,False
1164,453,31,4,1,False
1165,568,22,1,1,False
1166,568,22,2,1,False
1167,568,22,3,1,False
1168,568,22,4,1,False
1169,455,25,1,1,False
1170,455,25,2,1,False
1171,455,25,3,1,False
1172,455,25,4,1,False
1173,169,28,1,1,False
1174,169,28,2,1,False
1175,169,28,3,1,False
1176,169,28,4,1,False
1177,169,24,1,1,False
1178,169,24,2,1,False
1179,169,24,3,1,False
1180,169,24,4,1,False
1181,149,20,1,1,False
1182,149,20,2,1,False
1183,149,20,3,1,False
1184,149,20,4,1,False
1185,118,32,1,1,False
1186,118,32,2,1,False
1187,118,32,3,1,False
1188,118,32,4,1,False
1189,118,28,1,1,False
1190,118,28,2,1,False
1191,118,28,3,1,False
1192,118,28,4,1,False
1193,118,33,1,1,False
1194,118,33,2,1,False
1195,118,33,3,1,False
1196,118,33,4,1,False
1197,256,35,1,1,False
1198,256,35,2,1,False
1199,256,35,3,1,False
1200,256,35,4,1,False
1201,256,30,1,1,False
1202,256,30,2,1,False
1203,256,30,3,1,False
1204,256,30,4,1,False
1205,179,34,1,1,False
1206,179,34,2,1,False
1207,179,34,3,1,False
1208,179,34,4,1,False
1209,179,25,1,1,False
1210,179,25,2,1,False
1211,179,25,3,1,False
1212,179,25,4,1,False
1213,176,23,1,1,False
1214,176,23,2,1,False
1215,176,23,3,1,False
1216,176,23,4,1,False
1217,469,25,1,1,False
1218,469,25,2,1,False
1219,469,25,3,1,False
1220,469,25,4,1,False
1221,295,21,1,1,False
1222,295,21,2,1,False
1223,295,21,3,1,False
1224,295,21,4,1,False
1225,288,24,1,1,False
1226,288,24,2,1,False
1227,288,24,3,1,False
1228,288,24,4,1,False
1229,297,21,1,1,False
1230,297,21,2,1,False
1231,297,21,3,1,False
1232,297,21,4,1,False
1233,297,34,1,1,False
1234,297,34,2,1,False
1235,297,34,3,1,False
1236,297,34,4,1,False
1237,297,31,1,1,False
1238,297,31,2,1,False
1239,297,31,3,1,False
1240,297,31,4,1,False
1241,297,27,1,1,False
1242,297,27,2,1,False
1243,297,27,3,1,False
1244,297,27,4,1,False
1245,471,29,1,1,False
1246,471,29,2,1,False
1247,471,29,3,1,False
1248,471,29,4,1,False
1249,475,21,1,1,False
1250,475,21,2,1,False
1251,475,21,3,1,False
1252,475,21,4,1,False
1253,480,27,1,1,False
1254,480,27,2,1,False
1255,480,27,3,1,False
1256,480,27,4,1,False
1257,485,36,1,1,False
1258,485,36,2,1,False
1259,485,36,3,1,False
1260,485,36,4,1,False
1261,485,30,1,1,False
1262,485,30,2,1,False
1263,485,30,3,1,False
1264,485,30,4,1,False
1265,485,27,1,1,False
1266,485,27,2,1,False
1267,485,27,3,1,False
1268,485,27,4,1,False
1269,486,25,1,1,False
1270,486,25,2,1,False
1271,486,25,3,1,False
1272,486,25,4,1,False
1273,487,25,1,1,False
1274,487,25,2,1,False
1275,487,25,3,1,False
1276,487,25,4,1,False
1277,488,22,1,1,False
1278,488,22,2,1,False
1279,488,22,3,1,False
1280,488,22,4,1,False
1281,489,22,1,1,False
1282,489,22,2,1,False
1283,489,22,3,1,False
1284,489,22,4,1,False
1285,226,24,1,1,False
1286,226,24,2,1,False
1287,226,24,3,1,False
1288,226,24,4,1,False
1289,226,33,1,1,False
1290,226,33,2,1,False
1291,226,33,3,1,False
1292,226,33,4,1,False
1293,234,23,1,1,False
1294,234,23,2,1,False
1295,234,23,3,1,False
1296,234,23,4,1,False
1297,234,26,1,1,False
1298,234,26,2,1,False
1299,234,26,3,1,False
1300,234,26,4,1,False
1301,207,29,1,1,False
1302,207,29,2,1,False
1303,207,29,3,1,False
1304,207,29,4,1,False
1305,311,23,1,1,False
1306,311,23,2,1,False
1307,311,23,3,1,False
1308,311,23,4,1,False
1309,311,34,1,1,False
1310,311,34,2,1,False
1311,311,34,3,1,False
1312,311,34,4,1,False
1313,315,35,1,1,False
1314,315,35,2,1,False
1315,315,35,3,1,False
1316,315,35,4,1,False
1317,315,36,1,1,False
1318,315,36,2,1,False
1319,315,36,3,1,False
1320,315,36,4,1,False
1321,315,30,1,1,False
1322,315,30,2,1,False
1323,315,30,3,1,False
1324,315,30,4,1,False
1325,284,21,1,1,False
1326,284,21,2,1,False
1327,284,21,3,1,False
1328,284,21,4,1,False
1329,508,26,1,1,False
1330,508,26,2,1,False
1331,508,26,3,1,False
1332,508,26,4,1,False
1333,508,31,1,1,False
1334,508,31,2,1,False
1335,508,31,3,1,False
1336,508,31,4,1,False
1337,514,26,1,1,False
1338,514,26,2,1,False
1339,514,26,3,1,False
1340,514,26,4,1,False
1341,606,22,1,1,False
1342,606,22,2,1,False
1343,606,22,3,1,False
1344,606,22,4,1,False
1345,404,37,1,1,False
1346,404,37,2,1,False
1347,404,37,3,1,False
1348,404,37,4,1,False
1349,406,37,1,1,False
1350,406,37,2,1,False
1351,406,37,3,1,False
1352,406,37,4,1,False
1353,420,37,1,1,False
1354,420,37,2,1,False
1355,420,37,3,1,False
1356,420,37,4,1,False
1357,438,37,1,1,False
1358,438,37,2,1,False
1359,438,37,3,1,False
1360,438,37,4,1,False
1361,302,37,1,1,False
1362,302,37,2,1,False
1363,302,37,3,1,False
1364,302,37,4,1,False
1365,550,37,1,1,False
1366,550,37,2,1,False
1367,550,37,3,1,False
1368,550,37,4,1,False
1369,404,13,1,1,False
1370,404,13,2,1,False
1371,404,13,3,1,False
1372,404,13,4,1,False
1373,406,13,1,1,False
1374,406,13,2,1,False
1375,406,13,3,1,False
1376,406,13,4,1,False
1377,420,13,1,1,False
1378,420,13,2,1,False
1379,420,13,3,1,False
1380,420,13,4,1,False
1381,420,18,1,1,False
1382,420,18,2,1,False
1383,420,18,3,1,False
1384,420,18,4,1,False
1385,420,30,1,1,False
1386,420,30,2,1,False
1387,420,30,3,1,False
1388,420,30,4,1,False
