DigimonCombineId,DigimonAId,DigimonBId,DigimonResultId
43375,41,62,1
43376,41,161,24
43377,41,63,14
43378,41,64,28
43379,41,181,13
43380,41,65,8
43381,41,66,8
43382,41,67,18
43383,41,189,
43384,41,68,29
43385,41,119,20
43386,41,162,2
43387,41,120,29
43388,41,163,29
43389,41,121,30
43390,41,122,24
43391,41,164,1
43392,41,123,13
43393,41,124,1
43394,41,125,2
43395,41,127,13
43396,41,69,13
43397,41,165,14
43398,41,128,1
43399,41,129,30
43400,41,130,2
43401,41,131,14
43402,41,166,14
43403,41,126,28
43404,41,73,24
43405,41,70,2
43406,41,132,24
43407,41,71,13
43408,41,167,13
43409,41,72,14
43410,41,133,30
43411,41,74,30
43412,41,76,14
43413,41,183,
43414,41,75,30
43415,41,77,13
43416,41,78,13
43417,41,79,14
43418,41,134,18
43419,41,168,1
43420,41,187,
43421,41,188,
43422,41,135,29
43423,41,136,30
43424,41,169,31
43425,41,81,29
43426,41,170,30
43427,41,137,8
43428,41,172,30
43429,41,171,13
43430,41,80,13
43431,41,173,13
43432,41,138,20
43433,41,174,20
43434,41,139,31
43435,41,82,13
43436,41,83,20
43437,41,190,
43438,41,175,20
43439,41,84,31
43440,41,176,30
43441,41,85,18
43442,41,140,13
43443,41,86,13
43444,41,177,29
43445,41,87,13
43446,41,88,24
43447,41,141,13
43448,41,142,2
43449,41,143,13
43450,41,178,24
43451,41,89,30
43452,41,90,30
43453,41,91,13
43455,41,92,13
43456,41,144,30
43457,41,145,13
43458,41,93,20
43459,41,94,1
43460,41,146,2
43461,41,95,2
43462,41,96,2
43463,41,97,24
43464,41,147,13
43465,41,98,31
43466,41,99,20
43467,41,148,2
43468,41,179,30
43469,41,180,1
43470,41,149,14
43471,41,150,13
43472,41,151,24
43473,41,152,1
43474,41,100,30
43475,41,101,20
43476,41,102,18
43477,41,153,1
43478,42,42,2
43479,42,109,13
43480,42,44,2
43481,42,110,8
43482,42,45,2
43483,42,46,30
43484,42,156,18
43485,42,111,30
43486,42,47,1
43487,42,112,13
43488,42,48,14
43489,42,43,2
43490,42,113,14
43491,42,114,2
43492,42,49,31
43493,42,50,2
43494,42,51,18
43495,42,52,24
43496,42,115,13
43497,42,116,31
43498,42,53,24
43499,42,54,29
43500,42,55,13
43501,42,56,13
43502,42,117,2
43503,42,118,29
43504,42,157,18
43505,42,182,1
43506,42,158,8
43507,42,193,
43508,42,192,
43509,42,185,
43510,42,57,13
43511,42,58,24
43512,42,159,28
43513,42,59,14
43514,42,60,30
43515,42,61,14
43516,42,160,31
43517,42,62,1
43518,42,161,24
43519,42,63,14
43520,42,64,28
43521,42,181,13
43522,42,65,8
43523,42,66,8
43524,42,67,18
43525,42,189,
43526,42,68,29
43527,42,119,20
43528,42,162,2
43529,42,120,29
43530,42,163,29
43531,42,121,30
43532,42,122,24
43533,42,164,1
43534,42,123,13
43535,42,124,1
43536,42,125,2
43537,42,127,13
43538,42,69,13
43539,42,165,14
43540,42,128,1
43541,42,129,30
43542,42,130,2
43543,42,131,14
43544,42,166,14
43545,42,126,28
43546,42,73,24
43547,42,70,2
43548,42,132,24
43549,42,71,13
43550,42,167,13
43551,42,72,14
43552,42,133,30
43553,42,74,30
43554,42,76,14
43555,42,183,
43556,42,75,30
43557,42,77,13
43558,42,78,13
43559,42,79,14
43560,42,134,18
43561,42,168,1
43562,42,187,
43563,42,188,
43564,42,135,29
43565,42,136,30
43566,42,169,31
43567,42,81,29
43568,42,170,30
43569,42,137,8
43570,42,172,30
43571,42,171,13
43572,42,80,13
43573,42,173,13
43574,42,138,20
43575,42,174,20
43576,42,139,31
43577,42,82,13
43578,42,83,20
43579,42,190,
43580,42,175,20
43581,42,84,31
43582,42,176,30
43583,42,85,18
43584,42,140,13
43585,42,86,13
43586,42,177,29
43587,42,87,13
43588,42,88,24
43589,42,141,13
43590,42,142,2
43591,42,143,13
43592,42,178,24
43593,42,89,30
43594,42,90,30
43595,42,91,13
43597,42,92,13
43598,42,144,30
43599,42,145,13
43600,42,93,20
43601,42,94,1
43602,42,146,2
43603,42,95,2
43604,42,96,2
43605,42,97,24
43606,42,147,13
43607,42,98,31
43608,42,99,20
43609,42,148,2
43610,42,179,30
43611,42,180,1
43612,42,149,14
43613,42,150,13
43614,42,151,24
43615,42,152,1
43616,42,100,30
43617,42,101,20
43618,42,102,18
43619,42,153,1
43620,109,109,57
43621,109,44,13
43622,109,110,51
43623,109,45,13
43624,109,46,25
43625,109,156,80
43626,109,111,59
43627,109,47,23
43628,109,112,78
43629,109,48,25
43630,109,43,13
43631,109,113,59
43632,109,114,41
43633,109,49,3
43634,109,50,13
43635,109,51,17
43636,109,52,24
43637,109,115,57
43638,109,116,32
43639,109,53,24
43640,109,54,24
43641,109,55,26
43642,109,56,26
43643,109,117,41
43644,109,118,52
43645,109,157,80
43646,109,182,1
43647,109,158,51
43648,109,193,
43649,109,192,
43650,109,185,
43651,109,57,17
43652,109,58,24
43653,109,159,64
43654,109,59,25
43655,109,60,25
43656,109,61,25
43657,109,160,32
43658,109,62,23
43659,109,161,35
43660,109,63,25
43661,109,64,28
43662,109,181,57
43663,109,65,8
43664,109,66,8
43665,109,67,17
43666,109,189,
43667,109,68,24
43668,109,119,82
43669,109,162,41
43670,109,120,52
43671,109,163,52
43672,109,121,59
43673,109,122,35
43674,109,164,47
43675,109,123,78
43676,109,124,182
43677,109,125,41
43678,109,127,78
43679,109,69,17
43680,109,165,59
43681,109,128,182
43682,109,129,59
43683,109,130,41
43684,109,131,59
43685,109,166,59
43686,109,126,64
43687,109,73,24
43688,109,70,13
43689,109,132,35
43690,109,71,26
43691,109,167,78
43692,109,72,25
43693,109,133,59
43694,109,74,25
43695,109,76,25
43696,109,183,
43697,109,75,25
43698,109,77,17
43699,109,78,26
43700,109,79,25
43701,109,134,80
43702,109,168,182
43703,109,187,
43704,109,188,
43705,109,135,52
43706,109,136,59
43707,109,169,32
43708,109,81,24
43709,109,170,59
43710,109,137,51
43711,109,172,59
43712,109,171,78
43713,109,80,17
43714,109,173,78
43715,109,138,82
43716,109,174,82
43717,109,139,32
43718,109,82,17
43719,109,83,17
43720,109,190,
43721,109,175,82
43722,109,84,3
43723,109,176,59
43724,109,85,17
43725,109,140,78
43726,109,86,26
43727,109,177,52
43728,109,87,26
43729,109,88,24
43730,109,141,78
43731,109,142,41
43732,109,143,57
43733,109,178,35
43734,109,89,25
43735,109,90,25
43736,109,91,17
43738,109,92,17
43739,109,144,59
43740,109,145,57
43741,109,93,17
43742,109,94,23
43743,109,146,41
43744,109,95,13
43745,109,96,13
43746,109,97,24
43747,109,147,57
43748,109,98,3
43749,109,99,17
43750,109,148,41
43751,109,179,59
43752,109,180,182
43753,109,149,59
43754,109,150,78
43755,109,151,35
43756,109,152,47
43757,109,100,25
43758,109,101,17
43759,109,102,17
43760,109,153,47
43761,44,44,2
43762,44,110,8
43763,44,45,2
43764,44,46,30
43765,44,156,18
43766,44,111,30
43767,44,47,1
43768,44,112,13
43769,44,48,14
43770,44,43,2
43771,44,113,14
43772,44,114,2
43773,44,49,31
43774,44,50,2
43775,44,51,18
43776,44,52,24
43777,44,115,13
43778,44,116,31
43779,44,53,24
43780,44,54,29
43781,44,55,13
43782,44,56,13
43783,44,117,2
43784,44,118,29
43785,44,157,18
43786,44,182,1
43787,44,158,8
43788,44,193,
43789,44,192,
43790,44,185,
43791,44,57,13
43792,44,58,24
43793,44,159,28
43794,44,59,14
43795,44,60,30
43796,44,61,14
43797,44,160,31
43798,44,62,1
43799,44,161,24
43800,44,63,14
43801,44,64,28
43802,44,181,13
43803,44,65,8
43804,44,66,8
43805,44,67,18
43806,44,189,
43807,44,68,29
43808,44,119,20
43809,44,162,2
43810,44,120,29
43811,44,163,29
43812,44,121,30
43813,44,122,24
43814,44,164,1
43815,44,123,13
43816,44,124,1
43817,44,125,2
43818,44,127,13
43819,44,69,13
43820,44,165,14
43821,44,128,1
43822,44,129,30
43823,44,130,2
43824,44,131,14
43825,44,166,14
43826,44,126,28
43827,44,73,24
43828,44,70,2
43829,44,132,24
43830,44,71,13
43831,44,167,13
43832,44,72,14
43833,44,133,30
43834,44,74,30
43835,44,76,14
43836,44,183,
43837,44,75,30
43838,44,77,13
43839,44,78,13
43840,44,79,14
43841,44,134,18
43842,44,168,1
43843,44,187,
43844,44,188,
43845,44,135,29
43846,44,136,30
43847,44,169,31
43848,44,81,29
43849,44,170,30
43850,44,137,8
43851,44,172,30
43852,44,171,13
43853,44,80,13
43854,44,173,13
43855,44,138,20
43856,44,174,20
43857,44,139,31
43858,44,82,13
43859,44,83,20
43860,44,190,
43861,44,175,20
43862,44,84,31
43863,44,176,30
43864,44,85,18
43865,44,140,13
43866,44,86,13
43867,44,177,29
43868,44,87,13
43869,44,88,24
43870,44,141,13
43871,44,142,2
43872,44,143,13
43873,44,178,24
43874,44,89,30
43875,44,90,30
43876,44,91,13
43878,44,92,13
43879,44,144,30
43880,44,145,13
43881,44,93,20
43882,44,94,1
43883,44,146,2
43884,44,95,2
43885,44,96,2
43886,44,97,24
43887,44,147,13
43888,44,98,31
43889,44,99,20
43890,44,148,2
43891,44,179,30
43892,44,180,1
43893,44,149,14
43894,44,150,13
43895,44,151,24
43896,44,152,1
43897,44,100,30
43898,44,101,20
43899,44,102,18
43900,44,153,1
43901,110,110,66
43902,110,45,8
43903,110,46,8
43904,110,156,67
43905,110,111,65
43906,110,47,10
43907,110,112,51
43908,110,48,10
43909,110,43,8
43910,110,113,51
43911,110,114,51
43912,110,49,10
43913,110,50,10
43914,110,51,18
43915,110,52,10
43916,110,115,51
43917,110,116,66
43918,110,53,10
43919,110,54,10
43920,110,55,8
43921,110,56,8
43922,110,117,51
43923,110,118,65
43924,110,157,67
43925,110,182,10
43926,110,158,66
43927,110,193,
43928,110,192,
43929,110,185,
43930,110,57,8
43931,110,58,10
43932,110,159,102
43933,110,59,8
43934,110,60,8
43935,110,61,10
43936,110,160,66
43937,110,62,10
43938,110,161,66
43939,110,63,10
43940,110,64,10
43941,110,181,65
43942,110,65,10
43943,110,66,10
43944,110,67,18
43945,110,189,
43946,110,68,10
43947,110,119,93
43948,110,162,51
43949,110,120,65
43950,110,163,65
43951,110,121,65
43952,110,122,66
43953,110,164,33
43954,110,123,51
43955,110,124,33
43956,110,125,51
43957,110,127,33
43958,110,69,10
43959,110,165,51
43960,110,128,33
43961,110,129,65
43962,110,130,51
43963,110,131,66
43964,110,166,66
43965,110,126,102
43966,110,73,10
43967,110,70,10
43968,110,132,66
43969,110,71,10
43970,110,167,33
43971,110,72,10
43972,110,133,51
43973,110,74,8
43974,110,76,10
43975,110,183,
43976,110,75,10
43977,110,77,8
43978,110,78,8
43979,110,79,8
43980,110,134,67
43981,110,168,33
43982,110,187,
43983,110,188,
43984,110,135,65
43985,110,136,51
43986,110,169,66
43987,110,81,10
43988,110,170,51
43989,110,137,66
43990,110,172,65
43991,110,171,33
43992,110,80,8
43993,110,173,51
43994,110,138,93
43995,110,174,99
43996,110,139,66
43997,110,82,8
43998,110,83,19
43999,110,190,
44000,110,175,93
44001,110,84,10
44002,110,176,65
44003,110,85,10
44004,110,140,33
44005,110,86,10
44006,110,177,65
44007,110,87,10
44008,110,88,10
44009,110,141,51
44010,110,142,51
44011,110,143,65
44012,110,178,66
44013,110,89,8
44014,110,90,10
44015,110,91,8
44017,110,92,10
44018,110,144,51
44019,110,145,65
44020,110,93,21
44021,110,94,10
44022,110,146,33
44023,110,95,8
44024,110,96,10
44025,110,97,10
44026,110,147,51
44027,110,98,10
44028,110,99,19
44029,110,148,33
44030,110,179,51
44031,110,180,33
44032,110,149,51
44033,110,150,51
44034,110,151,66
44035,110,152,33
44036,110,100,10
44037,110,101,19
44038,110,102,10
44039,110,153,33
44040,45,45,2
44041,45,46,30
44042,45,156,18
44043,45,111,30
44044,45,47,1
44045,45,112,13
44046,45,48,14
44047,45,43,2
44048,45,113,14
44049,45,114,2
44050,45,49,31
44051,45,50,2
44052,45,51,18
44053,45,52,24
44054,45,115,13
44055,45,116,31
44056,45,53,24
44057,45,54,29
44058,45,55,13
44059,45,56,13
44060,45,117,2
44061,45,118,29
44062,45,157,18
44063,45,182,1
44064,45,158,8
44065,45,193,
44066,45,192,
44067,45,185,
44068,45,57,13
44069,45,58,24
44070,45,159,28
44071,45,59,14
44072,45,60,30
44073,45,61,14
44074,45,160,31
44075,45,62,1
44076,45,161,24
44077,45,63,14
44078,45,64,28
44079,45,181,13
44080,45,65,8
44081,45,66,8
44082,45,67,18
44083,45,189,
44084,45,68,29
44085,45,119,20
44086,45,162,2
44087,45,120,29
44088,45,163,29
44089,45,121,30
44090,45,122,24
44091,45,164,1
44092,45,123,13
44093,45,124,1
44094,45,125,2
44095,45,127,13
44096,45,69,13
44097,45,165,14
44098,45,128,1
44099,45,129,30
44100,45,130,2
44101,45,131,14
44102,45,166,14
44103,45,126,28
44104,45,73,24
44105,45,70,2
44106,45,132,24
44107,45,71,13
44108,45,167,13
44109,45,72,14
44110,45,133,30
44111,45,74,30
44112,45,76,14
44113,45,183,
44114,45,75,30
44115,45,77,13
44116,45,78,13
44117,45,79,14
44118,45,134,18
44119,45,168,1
44120,45,187,
44121,45,188,
44122,45,135,29
44123,45,136,30
44124,45,169,31
44125,45,81,29
44126,45,170,30
44127,45,137,8
44128,45,172,30
44129,45,171,13
44130,45,80,13
44131,45,173,13
44132,45,138,20
44133,45,174,20
44134,45,139,31
44135,45,82,13
44136,45,83,20
44137,45,190,
44138,45,175,20
44139,45,84,31
44140,45,176,30
44141,45,85,18
44142,45,140,13
44143,45,86,13
44144,45,177,29
44145,45,87,13
44146,45,88,24
44147,45,141,13
44148,45,142,2
44149,45,143,13
44150,45,178,24
44151,45,89,30
44152,45,90,30
44153,45,91,13
44155,45,92,13
44156,45,144,30
44157,45,145,13
44158,45,93,20
44159,45,94,1
44160,45,146,2
44161,45,95,2
44162,45,96,2
44163,45,97,24
44164,45,147,13
44165,45,98,31
44166,45,99,20
44167,45,148,2
44168,45,179,30
44169,45,180,1
44170,45,149,14
44171,45,150,13
44172,45,151,24
44173,45,152,1
44174,45,100,30
44175,45,101,20
44176,45,102,18
44177,45,153,1
44178,46,46,7
44179,46,156,18
44180,46,111,7
44181,46,47,15
44182,46,112,20
44183,46,48,12
44184,46,43,30
44185,46,113,12
44186,46,114,30
44187,46,49,3
44188,46,50,30
44189,46,51,18
44190,46,52,29
44191,46,115,25
44192,46,116,3
44193,46,53,29
44194,46,54,5
44195,46,55,20
44196,46,56,20
44197,46,117,30
44198,46,118,5
44199,46,157,18
44200,46,182,29
44201,46,158,8
44202,46,193,
44203,46,192,
44204,46,185,
44205,46,57,25
44206,46,58,29
44207,46,159,28
44208,46,59,12
44209,46,60,7
44210,46,61,12
44211,46,160,3
44212,46,62,15
44213,46,161,29
44214,46,63,12
44215,46,64,28
44216,46,181,25
44217,46,65,8
44218,46,66,8
44219,46,67,18
44220,46,189,
44221,46,68,5
44222,46,119,19
44223,46,162,30
44224,46,120,5
44225,46,163,5
44226,46,121,7
44227,46,122,29
44228,46,164,15
44229,46,123,20
44230,46,124,29
44231,46,125,30
44232,46,127,20
44233,46,69,25
44234,46,165,12
44235,46,128,29
44236,46,129,7
44237,46,130,30
44238,46,131,12
44239,46,166,12
44240,46,126,28
44241,46,73,29
44242,46,70,30
44243,46,132,29
44244,46,71,20
44245,46,167,20
44246,46,72,12
44247,46,133,7
44248,46,74,7
44249,46,76,12
44250,46,183,
44251,46,75,7
44252,46,77,25
44253,46,78,20
44254,46,79,12
44255,46,134,18
44256,46,168,29
44257,46,187,
44258,46,188,
44259,46,135,5
44260,46,136,7
44261,46,169,3
44262,46,81,5
44263,46,170,7
44264,46,137,8
44265,46,172,7
44266,46,171,20
44267,46,80,25
44268,46,173,20
44269,46,138,19
44270,46,174,19
44271,46,139,3
44272,46,82,25
44273,46,83,19
44274,46,190,
44275,46,175,19
44276,46,84,3
44277,46,176,7
44278,46,85,18
44279,46,140,20
44280,46,86,20
44281,46,177,5
44282,46,87,20
44283,46,88,29
44284,46,141,20
44285,46,142,30
44286,46,143,25
44287,46,178,29
44288,46,89,7
44289,46,90,7
44290,46,91,25
44292,46,92,25
44293,46,144,7
44294,46,145,25
44295,46,93,19
44296,46,94,15
44297,46,146,30
44298,46,95,30
44299,46,96,30
44300,46,97,29
44301,46,147,25
44302,46,98,3
44303,46,99,19
44304,46,148,30
44305,46,179,7
44306,46,180,29
44307,46,149,12
44308,46,150,20
44309,46,151,29
44310,46,152,15
44311,46,100,7
44312,46,101,19
44313,46,102,18
44314,46,153,15
44315,156,156,134
44316,156,111,67
44317,156,47,15
44318,156,112,55
44319,156,48,18
44320,156,43,18
44321,156,113,67
44322,156,114,67
44323,156,49,28
44324,156,50,18
44325,156,51,18
44326,156,52,28
44327,156,115,80
44328,156,116,64
44329,156,53,28
44330,156,54,28
44331,156,55,26
44332,156,56,26
44333,156,117,67
44334,156,118,64
44335,156,157,134
44336,156,182,28
44337,156,158,134
44338,156,193,
44339,156,192,
44340,156,185,
44341,156,57,17
44342,156,58,28
44343,156,159,126
44344,156,59,18
44345,156,60,18
44346,156,61,18
44347,156,160,126
44348,156,62,15
44349,156,161,126
44350,156,63,18
44351,156,64,28
44352,156,181,147
44353,156,65,18
44354,156,66,18
44355,156,67,18
44356,156,189,
44357,156,68,28
44358,156,119,67
44359,156,162,134
44360,156,120,64
44361,156,163,126
44362,156,121,67
44363,156,122,64
44364,156,164,152
44365,156,123,55
44366,156,124,64
44367,156,125,67
44368,156,127,55
44369,156,69,17
44370,156,165,134
44371,156,128,64
44372,156,129,67
44373,156,130,67
44374,156,131,67
44375,156,166,134
44376,156,126,64
44377,156,73,28
44378,156,70,18
44379,156,132,64
44380,156,71,26
44381,156,167,141
44382,156,72,18
44383,156,133,67
44384,156,74,18
44385,156,76,18
44386,156,183,
44387,156,75,18
44388,156,77,17
44389,156,78,26
44390,156,79,18
44391,156,134,67
44392,156,168,126
44393,156,187,
44394,156,188,
44395,156,135,64
44396,156,136,67
44397,156,169,126
44398,156,81,28
44399,156,170,134
44400,156,137,67
44401,156,172,134
44402,156,171,141
44403,156,80,17
44404,156,173,141
44405,156,138,67
44406,156,174,134
44407,156,139,64
44408,156,82,17
44409,156,83,18
44410,156,190,
44411,156,175,134
44412,156,84,28
44413,156,176,134
44414,156,85,18
44415,156,140,55
44416,156,86,26
44417,156,177,126
44418,156,87,26
44419,156,88,28
44420,156,141,55
44421,156,142,67
44422,156,143,80
44423,156,178,126
44424,156,89,18
44425,156,90,18
44426,156,91,17
44428,156,92,17
44429,156,144,67
44430,156,145,80
44431,156,93,18
44432,156,94,15
44433,156,146,67
44434,156,95,18
44435,156,96,18
44436,156,97,28
44437,156,147,80
44438,156,98,28
44439,156,99,18
44440,156,148,67
44441,156,179,134
44442,156,180,126
44443,156,149,67
44444,156,150,55
44445,156,151,64
44446,156,152,47
44447,156,100,18
44448,156,101,18
44449,156,102,18
44450,156,153,47
44451,111,111,90
44452,111,47,6
44453,111,112,55
44454,111,48,22
44455,111,43,30
44456,111,113,36
44457,111,114,60
44458,111,49,10
44459,111,50,22
44460,111,51,18
44461,111,52,22
44462,111,115,59
44463,111,116,65
44464,111,53,22
44465,111,54,22
44466,111,55,20
44467,111,56,20
44468,111,117,60
44469,111,118,90
44470,111,157,67
44471,111,182,22
44472,111,158,65
44473,111,193,
44474,111,192,
44475,111,185,
44476,111,57,25
44477,111,58,22
44478,111,159,85
44479,111,59,12
44480,111,60,7
44481,111,61,22
44482,111,160,65
44483,111,62,6
44484,111,161,75
44485,111,63,22
44486,111,64,10
44487,111,181,38
44488,111,65,10
44489,111,66,10
44490,111,67,18
44491,111,189,
44492,111,68,22
44493,111,119,93
44494,111,162,60
44495,111,120,90
44496,111,163,90
44497,111,121,90
44498,111,122,75
44499,111,164,86
44500,111,123,55
44501,111,124,100
44502,111,125,60
44503,111,127,86
44504,111,69,16
44505,111,165,36
44506,111,128,100
44507,111,129,90
44508,111,130,60
44509,111,131,75
44510,111,166,75
44511,111,126,85
44512,111,73,22
44513,111,70,22
44514,111,132,75
44515,111,71,6
44516,111,167,86
44517,111,72,22
44518,111,133,46
44519,111,74,7
44520,111,76,22
44521,111,183,
44522,111,75,22
44523,111,77,25
44524,111,78,20
44525,111,79,12
44526,111,134,67
44527,111,168,100
44528,111,187,
44529,111,188,
44530,111,135,90
44531,111,136,46
44532,111,169,65
44533,111,81,22
44534,111,170,46
44535,111,137,65
44536,111,172,90
44537,111,171,86
44538,111,80,25
44539,111,173,55
44540,111,138,93
44541,111,174,83
44542,111,139,65
44543,111,82,25
44544,111,83,19
44545,111,190,
44546,111,175,93
44547,111,84,10
44548,111,176,90
44549,111,85,10
44550,111,140,86
44551,111,86,6
44552,111,177,90
44553,111,87,6
44554,111,88,22
44555,111,141,55
44556,111,142,60
44557,111,143,38
44558,111,178,75
44559,111,89,7
44560,111,90,22
44561,111,91,25
44563,111,92,16
44564,111,144,46
44565,111,145,38
44566,111,93,21
44567,111,94,6
44568,111,146,100
44569,111,95,30
44570,111,96,22
44571,111,97,22
44572,111,147,59
44573,111,98,10
44574,111,99,19
44575,111,148,100
44576,111,179,46
44577,111,180,100
44578,111,149,36
44579,111,150,55
44580,111,151,75
44581,111,152,86
44582,111,100,22
44583,111,101,19
44584,111,102,10
44585,111,153,86
44586,47,47,15
44587,47,112,15
44588,47,48,16
44589,47,43,1
44590,47,113,27
44591,47,114,1
44592,47,49,3
44593,47,50,9
44594,47,51,15
44595,47,52,27
44596,47,115,23
44597,47,116,3
44598,47,53,27
44599,47,54,15
44600,47,55,15
44601,47,56,15
44602,47,117,1
44603,47,118,15
44604,47,157,15
44605,47,182,1
44606,47,158,10
44607,47,193,
44608,47,192,
44609,47,185,
44610,47,57,23
44611,47,58,27
44612,47,159,15
44613,47,59,27
44614,47,60,15
44615,47,61,16
44616,47,160,3
44617,47,62,15
44618,47,161,27
44619,47,63,16
44620,47,64,15
44621,47,181,6
44622,47,65,10
44623,47,66,10
44624,47,67,15
44625,47,189,
44626,47,68,15
44627,47,119,6
44628,47,162,1
44629,47,120,15
44630,47,163,15
44631,47,121,6
44632,47,122,27
44633,47,164,15
44634,47,123,15
44635,47,124,1
44636,47,125,1
44637,47,127,6
44638,47,69,6
44639,47,165,27
44640,47,128,1
44641,47,129,6
44642,47,130,1
44643,47,131,16
44644,47,166,16
44645,47,126,15
44646,47,73,27
44647,47,70,9
44648,47,132,27
44649,47,71,6
44650,47,167,6
44651,47,72,16
44652,47,133,15
44653,47,74,15
44654,47,76,16
44655,47,183,
44656,47,75,6
44657,47,77,23
44658,47,78,15
44659,47,79,27
44660,47,134,15
44661,47,168,1
44662,47,187,
44663,47,188,
44664,47,135,15
44665,47,136,15
44666,47,169,3
44667,47,81,15
44668,47,170,15
44669,47,137,10
44670,47,172,6
44671,47,171,6
44672,47,80,23
44673,47,173,15
44674,47,138,6
44675,47,174,23
44676,47,139,3
44677,47,82,23
44678,47,83,23
44679,47,190,
44680,47,175,6
44681,47,84,3
44682,47,176,6
44683,47,85,6
44684,47,140,6
44685,47,86,6
44686,47,177,15
44687,47,87,6
44688,47,88,27
44689,47,141,15
44690,47,142,1
44691,47,143,6
44692,47,178,27
44693,47,89,15
44694,47,90,6
44695,47,91,23
44697,47,92,6
44698,47,144,15
44699,47,145,6
44700,47,93,6
44701,47,94,15
44702,47,146,9
44703,47,95,1
44704,47,96,9
44705,47,97,27
44706,47,147,23
44707,47,98,3
44708,47,99,23
44709,47,148,9
44710,47,179,15
44711,47,180,1
44712,47,149,27
44713,47,150,15
44714,47,151,27
44715,47,152,15
44716,47,100,6
44717,47,101,23
44718,47,102,6
44719,47,153,15
44720,112,112,78
44721,112,48,25
44722,112,43,13
44723,112,113,59
44724,112,114,42
44725,112,49,3
44726,112,50,13
44727,112,51,26
44728,112,52,27
44729,112,115,78
44730,112,116,32
44731,112,53,27
44732,112,54,15
44733,112,55,26
44734,112,56,26
44735,112,117,42
44736,112,118,62
44737,112,157,55
44738,112,182,1
44739,112,158,51
44740,112,193,
44741,112,192,
44742,112,185,
44743,112,57,26
44744,112,58,27
44745,112,159,47
44746,112,59,25
44747,112,60,20
44748,112,61,25
44749,112,160,32
44750,112,62,15
44751,112,161,73
44752,112,63,25
44753,112,64,15
44754,112,181,78
44755,112,65,8
44756,112,66,8
44757,112,67,26
44758,112,189,
44759,112,68,15
44760,112,119,56
44761,112,162,42
44762,112,120,62
44763,112,163,62
44764,112,121,55
44765,112,122,73
44766,112,164,62
44767,112,123,78
44768,112,124,182
44769,112,125,42
44770,112,127,78
44771,112,69,26
44772,112,165,59
44773,112,128,182
44774,112,129,55
44775,112,130,42
44776,112,131,59
44777,112,166,59
44778,112,126,47
44779,112,73,27
44780,112,70,13
44781,112,132,73
44782,112,71,26
44783,112,167,78
44784,112,72,25
44785,112,133,55
44786,112,74,20
44787,112,76,25
44788,112,183,
44789,112,75,20
44790,112,77,26
44791,112,78,26
44792,112,79,25
44793,112,134,55
44794,112,168,182
44795,112,187,
44796,112,188,
44797,112,135,62
44798,112,136,55
44799,112,169,32
44800,112,81,15
44801,112,170,55
44802,112,137,51
44803,112,172,55
44804,112,171,78
44805,112,80,26
44806,112,173,78
44807,112,138,56
44808,112,174,56
44809,112,139,32
44810,112,82,26
44811,112,83,20
44812,112,190,
44813,112,175,56
44814,112,84,3
44815,112,176,55
44816,112,85,26
44817,112,140,78
44818,112,86,26
44819,112,177,62
44820,112,87,26
44821,112,88,27
44822,112,141,78
44823,112,142,42
44824,112,143,78
44825,112,178,73
44826,112,89,20
44827,112,90,20
44828,112,91,26
44830,112,92,26
44831,112,144,55
44832,112,145,78
44833,112,93,20
44834,112,94,15
44835,112,146,42
44836,112,95,13
44837,112,96,13
44838,112,97,27
44839,112,147,78
44840,112,98,3
44841,112,99,20
44842,112,148,42
44843,112,179,55
44844,112,180,182
44845,112,149,59
44846,112,150,78
44847,112,151,73
44848,112,152,62
44849,112,100,20
44850,112,101,20
44851,112,102,26
44852,112,153,62
44853,48,48,11
44854,48,43,14
44855,48,113,14
44856,48,114,14
44857,48,49,10
44858,48,50,11
44859,48,51,18
44860,48,52,11
44861,48,115,25
44862,48,116,10
44863,48,53,11
44864,48,54,22
44865,48,55,25
44866,48,56,25
44867,48,117,14
44868,48,118,22
44869,48,157,18
44870,48,182,11
44871,48,158,10
44872,48,193,
44873,48,192,
44874,48,185,
44875,48,57,25
44876,48,58,11
44877,48,159,10
44878,48,59,14
44879,48,60,12
44880,48,61,11
44881,48,160,10
44882,48,62,16
44883,48,161,11
44884,48,63,11
44885,48,64,10
44886,48,181,16
44887,48,65,10
44888,48,66,10
44889,48,67,18
44890,48,189,
44891,48,68,22
44892,48,119,11
44893,48,162,14
44894,48,120,22
44895,48,163,22
44896,48,121,22
44897,48,122,11
44898,48,164,16
44899,48,123,25
44900,48,124,11
44901,48,125,14
44902,48,127,16
44903,48,69,16
44904,48,165,14
44905,48,128,11
44906,48,129,22
44907,48,130,14
44908,48,131,11
44909,48,166,11
44910,48,126,10
44911,48,73,11
44912,48,70,11
44913,48,132,11
44914,48,71,16
44915,48,167,16
44916,48,72,11
44917,48,133,12
44918,48,74,12
44919,48,76,11
44920,48,183,
44921,48,75,22
44922,48,77,25
44923,48,78,25
44924,48,79,14
44925,48,134,18
44926,48,168,11
44927,48,187,
44928,48,188,
44929,48,135,22
44930,48,136,12
44931,48,169,10
44932,48,81,22
44933,48,170,12
44934,48,137,10
44935,48,172,22
44936,48,171,16
44937,48,80,25
44938,48,173,25
44939,48,138,11
44940,48,174,14
44941,48,139,10
44942,48,82,25
44943,48,83,14
44944,48,190,
44945,48,175,11
44946,48,84,10
44947,48,176,22
