DigimonGroupDigimonId,DigimonGroupId,DigimonId,ELevel,HP,MP,Attack,Defense,Speed
1065,421,109,24,,,,,
1066,404,40,13,,,,,
1067,404,96,13,,,,,
1068,398,33,12,,,,,
1069,398,66,13,,,,,
1070,398,66,13,,,,,
1071,404,72,13,,,,,
1072,402,68,13,,,,,
1073,402,98,13,,,,,
1074,402,53,13,,,,,
1075,418,113,23,,,,,
1076,436,165,33,,,,,
1077,436,157,33,,,,,
1078,433,157,32,,,,,
1079,433,173,32,,,,,
1080,430,173,31,,,,,
1081,430,133,26,,,,,
1082,407,89,14,,,,,
1083,407,41,14,,,,,
1084,407,44,14,,,,,
1085,436,174,33,,,,,
1086,397,55,13,,,,,
1087,423,153,24,,,,,
1088,426,122,25,,,,,
1089,426,122,25,,,,,
1090,426,120,24,,,,,
1091,405,81,13,,,,,
1092,399,81,12,,,,,
1093,399,54,12,,,,,
1094,399,52,12,,,,,
1095,405,47,14,,,,,
1096,405,32,14,,,,,
1097,427,144,25,,,,,
1098,408,118,22,,,,,
1099,414,118,23,,,,,
1100,408,151,22,,,,,
1101,408,151,22,,,,,
1102,410,90,15,,,,,
1103,410,138,22,,,,,
1104,410,63,15,,,,,
1105,413,110,22,,,,,
1106,413,121,22,,,,,
1107,416,121,23,,,,,
1108,416,121,23,,,,,
1109,416,131,23,,,,,
1110,413,111,22,,,,,
1111,384,27,2,,,,,
1112,415,149,23,,,,,
1113,415,136,23,,,,,
1114,415,114,23,,,,,
1115,427,108,24,,,,,
1116,419,107,22,,,,,
1117,428,143,25,,,,,
1118,428,129,25,,,,,
1119,434,129,25,,,,,
1120,434,155,32,,,,,
1121,419,146,23,,,,,
1122,422,146,24,,,,,
1123,422,148,24,,,,,
1124,422,106,24,,,,,
1125,419,119,23,,,,,
1126,427,141,25,,,,,
1127,431,167,31,,,,,
1128,437,167,33,,,,,
1129,437,171,33,,,,,
1130,431,140,25,,,,,
1131,425,140,23,,,,,
1132,425,127,24,,,,,
1133,424,150,24,,,,,
1134,424,112,24,,,,,
1135,424,123,24,,,,,
1136,425,145,24,,,,,
1137,395,102,12,,,,,
1138,395,21,5,,,,,
1139,392,21,4,,,,,
1140,392,4,5,,,,,
1141,392,4,5,,,,,
1142,420,105,24,,,,,
1143,417,103,23,,,,,
1144,409,95,15,,,,,
1145,400,67,13,,,,,
1146,406,50,13,,,,,
1147,385,13,1,,,,,
1148,385,12,1,,,,,
1149,388,7,3,,,,,
1150,388,17,3,,,,,
1151,389,16,3,,,,,
1152,389,11,3,,,,,
1153,383,6,1,,,,,
1154,438,185,0,,,,,
1155,439,64,15,,,,,
1156,448,126,23,,,,,
1157,449,126,24,,,,,
1158,449,135,24,,,,,
1159,460,135,26,,,,,
1160,460,180,32,,,,,
1161,469,180,34,,,,,
1162,469,163,34,,,,,
1163,469,169,34,,,,,
1164,448,103,23,,,,,
1165,448,130,23,,,,,
1166,451,130,24,,,,,
1167,451,134,24,,,,,
1168,444,134,23,,,,,
1169,444,115,23,,,,,
1170,444,113,23,,,,,
1171,467,165,33,,,,,
1172,467,157,33,,,,,
1173,463,157,32,,,,,
1174,463,173,32,,,,,
1175,462,173,31,,,,,
1176,462,133,26,,,,,
1177,454,152,24,,,,,
1178,459,152,25,,,,,
1179,459,178,31,,,,,
1180,466,178,33,,,,,
1181,466,159,33,,,,,
1182,440,151,22,,,,,
1183,440,151,22,,,,,
1184,440,118,22,,,,,
1185,441,118,23,,,,,
1186,441,116,23,,,,,
1187,441,132,23,,,,,
1188,442,125,22,,,,,
1189,442,142,22,,,,,
1190,443,142,22,,,,,
1191,443,117,22,,,,,
1192,443,43,15,,,,,
1193,450,149,23,,,,,
1194,450,136,23,,,,,
1195,450,114,23,,,,,
1196,461,108,24,,,,,
1197,461,144,25,,,,,
1198,461,141,25,,,,,
1199,445,90,15,,,,,
1200,445,138,22,,,,,
1201,445,63,15,,,,,
1202,452,107,22,,,,,
1203,464,143,25,,,,,
1204,464,129,25,,,,,
1205,465,129,26,,,,,
1206,465,155,32,,,,,
1207,471,155,34,,,,,
1208,471,166,34,,,,,
1209,471,158,34,,,,,
1210,452,146,23,,,,,
1211,453,146,24,,,,,
1212,453,148,24,,,,,
1213,453,106,24,,,,,
1214,452,119,23,,,,,
1215,456,112,24,,,,,
1216,456,123,24,,,,,
1217,456,150,24,,,,,
1218,457,127,24,,,,,
1219,457,140,23,,,,,
1220,458,140,25,,,,,
1221,458,167,31,,,,,
1222,468,167,33,,,,,
1223,468,171,33,,,,,
1224,457,145,24,,,,,
1225,442,95,15,,,,,
1226,446,110,22,,,,,
1227,446,121,22,,,,,
1228,447,121,23,,,,,
1229,447,121,23,,,,,
1230,447,131,23,,,,,
1231,446,111,22,,,,,
1232,454,153,24,,,,,
1233,455,122,25,,,,,
1234,455,122,25,,,,,
1235,455,120,24,,,,,
1236,467,174,33,,,,,
1237,470,174,34,,,,,
1238,470,162,34,,,,,
1239,470,162,34,,,,,
1240,451,109,24,,,,,
1241,439,35,15,,,,,
1242,449,105,24,,,,,
1243,439,128,22,,,,,
1244,472,187,0,,,,,
1245,473,190,0,,,,,
1246,473,188,0,,,,,
1247,473,189,0,,,,,
